accn,filing,start,end,val,ndim,member,days
0000320193-25-000073,10-Q Q3FY25 (end 2025-06-28),2024-09-29,2025-06-28,22067000000.0,1,StatementBusinessSegmentsAxis=JapanSegmentMember,272
0000320193-25-000073,10-Q Q3FY25 (end 2025-06-28),2025-03-30,2025-06-28,7673000000.0,1,StatementBusinessSegmentsAxis=RestOfAsiaPacificSegmentMember,90
0000320193-25-000073,10-Q Q3FY25 (end 2025-06-28),2024-09-29,2025-06-28,25254000000.0,1,StatementBusinessSegmentsAxis=RestOfAsiaPacificSegmentMember,272
0000320193-25-000079,10-K FY2025,2024-09-29,2025-09-27,307003000000.0,1,ProductOrServiceAxis=ProductMember,363
0000320193-25-000079,10-K FY2025,2024-09-29,2025-09-27,109158000000.0,1,ProductOrServiceAxis=ServiceMember,363
0000320193-25-000079,10-K FY2025,2024-09-29,2025-09-27,416161000000.0,0,,363
0000320193-25-000079,10-K FY2025,2024-09-29,2025-09-27,209586000000.0,1,ProductOrServiceAxis=IPhoneMember,363
0000320193-25-000079,10-K FY2025,2024-09-29,2025-09-27,33708000000.0,1,ProductOrServiceAxis=MacMember,363
0000320193-25-000079,10-K FY2025,2024-09-29,2025-09-27,28023000000.0,1,ProductOrServiceAxis=IPadMember,363
0000320193-25-000079,10-K FY2025,2024-09-29,2025-09-27,35686000000.0,1,ProductOrServiceAxis=WearablesHomeandAccessoriesMember,363
0000320193-25-000079,10-K FY2025,2024-09-29,2025-09-27,178353000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=AmericasSegmentMember,363
0000320193-25-000079,10-K FY2025,2024-09-29,2025-09-27,111032000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=EuropeSegmentMember,363
0000320193-25-000079,10-K FY2025,2024-09-29,2025-09-27,64377000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=GreaterChinaSegmentMember,363
0000320193-25-000079,10-K FY2025,2024-09-29,2025-09-27,28703000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=JapanSegmentMember,363
0000320193-25-000079,10-K FY2025,2024-09-29,2025-09-27,33696000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=RestOfAsiaPacificSegmentMember,363
0000320193-25-000079,10-K FY2025,2023-10-01,2024-09-28,167045000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=AmericasSegmentMember,363
0000320193-25-000079,10-K FY2025,2023-10-01,2024-09-28,101328000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=EuropeSegmentMember,363
0000320193-25-000079,10-K FY2025,2023-10-01,2024-09-28,66952000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=GreaterChinaSegmentMember,363
0000320193-25-000079,10-K FY2025,2023-10-01,2024-09-28,25052000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=JapanSegmentMember,363
0000320193-25-000079,10-K FY2025,2023-10-01,2024-09-28,30658000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=RestOfAsiaPacificSegmentMember,363
0000320193-25-000079,10-K FY2025,2022-09-25,2023-09-30,162560000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=AmericasSegmentMember,370
0000320193-25-000079,10-K FY2025,2022-09-25,2023-09-30,94294000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=EuropeSegmentMember,370
0000320193-25-000079,10-K FY2025,2022-09-25,2023-09-30,72559000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=GreaterChinaSegmentMember,370
0000320193-25-000079,10-K FY2025,2022-09-25,2023-09-30,24257000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=JapanSegmentMember,370
0000320193-25-000079,10-K FY2025,2022-09-25,2023-09-30,29615000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=RestOfAsiaPacificSegmentMember,370
0000320193-25-000079,10-K FY2025,2024-09-29,2025-09-27,151790000000.0,1,StatementGeographicalAxis=US,363
0000320193-25-000079,10-K FY2025,2024-09-29,2025-09-27,64377000000.0,1,StatementGeographicalAxis=CN,363
0000320193-25-000079,10-K FY2025,2024-09-29,2025-09-27,199994000000.0,1,StatementGeographicalAxis=OtherCountriesMember,363
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2025-09-28,2025-12-27,113743000000.0,1,ProductOrServiceAxis=ProductMember,90
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2025-09-28,2025-12-27,30013000000.0,1,ProductOrServiceAxis=ServiceMember,90
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2025-09-28,2025-12-27,143756000000.0,0,,90
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2025-09-28,2025-12-27,85269000000.0,1,ProductOrServiceAxis=IPhoneMember,90
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2025-09-28,2025-12-27,8386000000.0,1,ProductOrServiceAxis=MacMember,90
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2025-09-28,2025-12-27,8595000000.0,1,ProductOrServiceAxis=IPadMember,90
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2025-09-28,2025-12-27,11493000000.0,1,ProductOrServiceAxis=WearablesHomeandAccessoriesMember,90
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2025-09-28,2025-12-27,58529000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=AmericasSegmentMember,90
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2025-09-28,2025-12-27,38146000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=EuropeSegmentMember,90
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2025-09-28,2025-12-27,25526000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=GreaterChinaSegmentMember,90
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2025-09-28,2025-12-27,9413000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=JapanSegmentMember,90
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2025-09-28,2025-12-27,12142000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=RestOfAsiaPacificSegmentMember,90
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2024-09-29,2024-12-28,52648000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=AmericasSegmentMember,90
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2024-09-29,2024-12-28,33861000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=EuropeSegmentMember,90
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2024-09-29,2024-12-28,18513000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=GreaterChinaSegmentMember,90
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2024-09-29,2024-12-28,8987000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=JapanSegmentMember,90
0000320193-26-000006,10-Q Q1FY26 (end 2025-12-27),2024-09-29,2024-12-28,10291000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=RestOfAsiaPacificSegmentMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-12-28,2026-03-28,80208000000.0,1,ProductOrServiceAxis=ProductMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-09-28,2026-03-28,193951000000.0,1,ProductOrServiceAxis=ProductMember,181
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-12-28,2026-03-28,30976000000.0,1,ProductOrServiceAxis=ServiceMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-09-28,2026-03-28,60989000000.0,1,ProductOrServiceAxis=ServiceMember,181
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-12-28,2026-03-28,111184000000.0,0,,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-09-28,2026-03-28,254940000000.0,0,,181
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-12-28,2026-03-28,56994000000.0,1,ProductOrServiceAxis=IPhoneMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-09-28,2026-03-28,142263000000.0,1,ProductOrServiceAxis=IPhoneMember,181
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-12-28,2026-03-28,8399000000.0,1,ProductOrServiceAxis=MacMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-09-28,2026-03-28,16785000000.0,1,ProductOrServiceAxis=MacMember,181
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-12-28,2026-03-28,6914000000.0,1,ProductOrServiceAxis=IPadMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-09-28,2026-03-28,15509000000.0,1,ProductOrServiceAxis=IPadMember,181
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-12-28,2026-03-28,7901000000.0,1,ProductOrServiceAxis=WearablesHomeandAccessoriesMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-09-28,2026-03-28,19394000000.0,1,ProductOrServiceAxis=WearablesHomeandAccessoriesMember,181
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-12-28,2026-03-28,45093000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=AmericasSegmentMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-12-28,2026-03-28,28055000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=EuropeSegmentMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-12-28,2026-03-28,20497000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=GreaterChinaSegmentMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-12-28,2026-03-28,8401000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=JapanSegmentMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-12-28,2026-03-28,9138000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=RestOfAsiaPacificSegmentMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2024-12-29,2025-03-29,40315000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=AmericasSegmentMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2024-12-29,2025-03-29,24454000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=EuropeSegmentMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2024-12-29,2025-03-29,16002000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=GreaterChinaSegmentMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2024-12-29,2025-03-29,7298000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=JapanSegmentMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2024-12-29,2025-03-29,7290000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=RestOfAsiaPacificSegmentMember,90
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-09-28,2026-03-28,103622000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=AmericasSegmentMember,181
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-09-28,2026-03-28,66201000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=EuropeSegmentMember,181
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-09-28,2026-03-28,46023000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=GreaterChinaSegmentMember,181
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-09-28,2026-03-28,17814000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=JapanSegmentMember,181
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2025-09-28,2026-03-28,21280000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=RestOfAsiaPacificSegmentMember,181
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2024-09-29,2025-03-29,92963000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=AmericasSegmentMember,181
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2024-09-29,2025-03-29,58315000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=EuropeSegmentMember,181
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2024-09-29,2025-03-29,34515000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=GreaterChinaSegmentMember,181
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2024-09-29,2025-03-29,16285000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=JapanSegmentMember,181
0000320193-26-000013,10-Q Q2FY26 (end 2026-03-28),2024-09-29,2025-03-29,17581000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=RestOfAsiaPacificSegmentMember,181
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2026-03-29,2026-06-27,78678000000.0,1,ProductOrServiceAxis=ProductMember,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-09-28,2026-06-27,272629000000.0,1,ProductOrServiceAxis=ProductMember,272
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2026-03-29,2026-06-27,30739000000.0,1,ProductOrServiceAxis=ServiceMember,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-09-28,2026-06-27,91728000000.0,1,ProductOrServiceAxis=ServiceMember,272
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2026-03-29,2026-06-27,109417000000.0,0,,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-09-28,2026-06-27,364357000000.0,0,,272
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2026-03-29,2026-06-27,54252000000.0,1,ProductOrServiceAxis=IPhoneMember,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-09-28,2026-06-27,196515000000.0,1,ProductOrServiceAxis=IPhoneMember,272
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2026-03-29,2026-06-27,10352000000.0,1,ProductOrServiceAxis=MacMember,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-09-28,2026-06-27,27137000000.0,1,ProductOrServiceAxis=MacMember,272
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2026-03-29,2026-06-27,6191000000.0,1,ProductOrServiceAxis=IPadMember,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-09-28,2026-06-27,21700000000.0,1,ProductOrServiceAxis=IPadMember,272
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2026-03-29,2026-06-27,7883000000.0,1,ProductOrServiceAxis=WearablesHomeandAccessoriesMember,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-09-28,2026-06-27,27277000000.0,1,ProductOrServiceAxis=WearablesHomeandAccessoriesMember,272
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2026-03-29,2026-06-27,45781000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=AmericasSegmentMember,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2026-03-29,2026-06-27,29395000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=EuropeSegmentMember,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2026-03-29,2026-06-27,18816000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=GreaterChinaSegmentMember,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2026-03-29,2026-06-27,6554000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=JapanSegmentMember,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2026-03-29,2026-06-27,8871000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=RestOfAsiaPacificSegmentMember,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-03-30,2025-06-28,41198000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=AmericasSegmentMember,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-03-30,2025-06-28,24014000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=EuropeSegmentMember,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-03-30,2025-06-28,15369000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=GreaterChinaSegmentMember,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-03-30,2025-06-28,5782000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=JapanSegmentMember,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-03-30,2025-06-28,7673000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=RestOfAsiaPacificSegmentMember,90
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-09-28,2026-06-27,149403000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=AmericasSegmentMember,272
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-09-28,2026-06-27,95596000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=EuropeSegmentMember,272
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-09-28,2026-06-27,64839000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=GreaterChinaSegmentMember,272
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-09-28,2026-06-27,24368000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=JapanSegmentMember,272
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2025-09-28,2026-06-27,30151000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=RestOfAsiaPacificSegmentMember,272
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2024-09-29,2025-06-28,134161000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=AmericasSegmentMember,272
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2024-09-29,2025-06-28,82329000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=EuropeSegmentMember,272
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2024-09-29,2025-06-28,49884000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=GreaterChinaSegmentMember,272
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2024-09-29,2025-06-28,22067000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=JapanSegmentMember,272
0000320193-26-000020,10-Q Q3FY26 (end 2026-06-27),2024-09-29,2025-06-28,25254000000.0,2,ConsolidationItemsAxis=OperatingSegmentsMember|StatementBusinessSegmentsAxis=RestOfAsiaPacificSegmentMember,272
